Unnamed: 0_x,Contact_ID,Source_Folder_x,Q1_Topic_Introduced_By,Q2_Price_Increase_Introduction,Q3_Renewal_Fee_Mentioned,Q4_Percentage_Price_Increase_Mentioned,Q5_Monetary_Price_Increase_Mentioned,Q6_Price_Range_Mentioned,Q7_Customer_Asked_For_Justification,Q10_Customer_Response,Q11_Desire_To_Cancel,Q12_Discount_Offered,Q14_Agent_Response_To_Cancel,Previous_Year_Price,Current_Year_Price,Unnamed: 0_y,Start_Date,Prospect Outcome,Prospect Status,Prospect Renewal Date,Renewal Month,Payment Method,Renewal Score at release,Proforma Membership Status,Anchor or Indie,Anchor Group,Proforma Approved Lists,Tenure (Years),Tenure Group,Band,Date Paid,Payment Timeframe,Payment Time Frame 2,Payment Time Frame 3,Total Net Paid,Starting Net,Auto Renewal - Proforma Release,Now on Auto Renewal,Process,Unnamed: 0,Source_Folder_y,Explicit_Competitor_Mention,Implied_Competitor_Mention,Explicit_Switching_Intent,Implied_Switching_Intent,Competitor_Names_Listed,Mentioned_Alcumus_Competitors
2622,539384634981,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2648,24_09_2024,No,Yes,No,Yes,COMP_CH,Yes
2623,539384638306,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,6246.0,2024-09-24,Won,Renewed,2024-10-06,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,3,3.0,16.0,4+,Band D,2024-10-07 11:38:37.203,1.0,Within 13 Days After Renewal,Paid Late,1279.0,1279.0,1.0,1.0,process,2649,24_09_2024,No,No,No,No,COMP_NO,No
2624,539384646526,24_09_2024,Agent,"The agent introduced the price increase as part of the renewal process, mentioning that the payment is due and was previously put on hold.","Yes, £0 (no specific amount mentioned, but the customer was reminded that the payment is due)",No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2653,24_09_2024,No,No,No,No,COMP_NO,No
2625,539384647177,24_09_2024,Not Discussed,Not Discussed,"Yes, £800",No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2654,24_09_2024,No,Yes,No,Yes,COMP_AC,Yes
2626,539384649107,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2655,24_09_2024,No,No,No,No,COMP_NO,No
2627,539384662923,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,4029.0,2024-09-24,Won,Renewed,2024-10-07,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,7.0,20.0,4+,Band D,2024-09-30 00:00:00.000,-7.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159.0,0.0,0.0,process,2658,24_09_2024,No,No,No,No,COMP_NO,No
2628,539384663152,24_09_2024,Agent,The price increase was not explicitly mentioned in the conversation.,No,No,No,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,4455.0,2024-09-24,Won,Renewed,2024-10-20,2024-10-01,CARD,27.5,Accredited,Anchored,2,2.0,16.0,4+,Band D,2024-10-20 04:01:24.960,0.0,On Renewal Date,Paid on Time,1279.0,1279.0,1.0,1.0,process,2659,24_09_2024,No,No,No,No,COMP_CI,Yes
2629,539384683899,24_09_2024,Agent,"The agent introduced the price increase as a potential solution to retain the customer, mentioning a possible 20% discount.","Yes, £0 (no specific amount mentioned, but a discount was discussed)",No,No,Not Discussed,No,Neutral,Desired to Cancel,Yes,The agent offered to provide support and assistance to help the customer get their accreditation up to date and offered a potential discount.,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2662,24_09_2024,No,Yes,No,Yes,COMP_NO,No
2630,539384685780,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1747.0,2024-09-24,Lost,Do Not Work for Client,2024-10-19,2024-10-01,,27.0,Accredited,Anchored,1,1.0,8.0,4+,Band D,,,,,,1159.0,1.0,0.0,process,2663,24_09_2024,No,No,No,No,COMP_NO,No
2631,539384705486,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,5695.0,2024-09-24,Won,Renewed,2024-10-31,2024-10-01,BACS,27.0,Accredited,Anchored,2,2.0,6.0,4+,Band C1,2024-10-10 00:00:00.000,-21.0,Within 1 Month Prior to Renewal,Paid Early,799.0,799.0,0.0,0.0,process,2668,24_09_2024,No,No,No,No,COMP_NO,No
2632,539384713815,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,4732.0,2024-09-24,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,1,1.0,9.0,4+,Band C1,2024-10-08 04:00:30.350,0.0,On Renewal Date,Paid on Time,949.0,949.0,1.0,1.0,process,2671,24_09_2024,No,No,No,No,COMP_NO,No
2633,539384715988,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2673,24_09_2024,No,No,No,No,COMP_NO,No
2634,539384718410,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2674,24_09_2024,No,No,No,No,COMP_NO,No
2635,539384722491,24_09_2024,Agent,The agent introduced the price increase by stating the new renewal fee amount and comparing it to the previous year's fee.,"Yes, 769 plus VAT",No,No,719 to 769,Yes,Negative,Desired to Cancel,Yes,The agent attempted to retain the customer by offering a discount to match the original invoice for the previous year and explaining the benefits of the Safe Contractor membership.,£719,£769,,,,,,,,,,,,,,,,,,,,,,,,,2675,24_09_2024,No,Yes,No,Yes,COMP_CO,Yes
2636,539384722714,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,Not Discussed,Not Applicable,Not Applicable,1751.0,2024-09-24,Won,Renewed,2024-10-20,2024-10-01,CARD,27.0,Accredited,Anchored,2,2.0,4.0,4+,Band A,2024-11-01 14:04:39.960,12.0,Within 13 Days After Renewal,Paid Late,399.0,399.0,1.0,0.0,process,2676,24_09_2024,No,No,No,No,COMP_NO,No
2637,539384725740,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,5696.0,2024-09-24,Won,Renewed,2024-10-31,2024-10-01,BACS,27.0,Accredited,Anchored,2,2.0,6.0,4+,Band C1,2024-10-10 00:00:00.000,-21.0,Within 1 Month Prior to Renewal,Paid Early,799.0,799.0,0.0,0.0,process,2677,24_09_2024,No,No,No,No,COMP_NO,No
2638,539384726407,24_09_2024,Agent,The price increase was introduced as part of the annual membership payment.,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,1752.0,2024-09-24,Won,Renewed,2024-10-13,2024-10-01,CARD,24.5,Accredited,Anchored,1,1.0,1.0,1,Band B,2024-10-13 04:00:55.833,0.0,On Renewal Date,Paid on Time,704.0,704.0,1.0,1.0,process,2678,24_09_2024,No,No,No,No,COMP_NO,No
2639,539384730976,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,5549.0,2024-09-24,Won,Renewed,2024-10-15,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,8.0,11.0,4+,Band F1,2024-10-15 04:01:03.907,0.0,On Renewal Date,Paid on Time,2009.0,2009.0,1.0,1.0,process,2679,24_09_2024,No,No,No,No,COMP_NO,No
2640,539384734808,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1754.0,2024-09-24,Won,Renewed,2024-10-15,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,8.0,11.0,4+,Band F1,2024-10-15 04:01:03.907,0.0,On Renewal Date,Paid on Time,2009.0,2009.0,1.0,1.0,process,2680,24_09_2024,No,No,No,No,COMP_NO,No
2641,539384737471,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2681,24_09_2024,No,No,No,No,COMP_NO,No
2642,539384738079,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2682,24_09_2024,No,No,No,No,COMP_NO,No
2643,539384741484,24_09_2024,Agent,"The price increase was introduced as part of the renewal process, with the agent mentioning the automatic payment for the renewal.",No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,5108.0,2024-09-24,Won,Renewed,2024-10-02,2024-10-01,CARD,28.0,Accredited,Anchored,3,3.0,17.0,4+,Band C2,2024-10-02 04:00:43.937,0.0,On Renewal Date,Paid on Time,1099.0,1099.0,1.0,1.0,process,2683,24_09_2024,No,No,No,No,COMP_NO,No
2644,539384742244,24_09_2024,Agent,"The price increase was introduced as a renewal fee for the contractor's accreditation, with the agent explaining the cost-effectiveness of choosing a specific option.","Yes, £ [Amount Not Mentioned]",No,No,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,6630.0,2024-09-24,Won,Renewed,2024-10-02,2024-10-01,CARD,27.0,Accredited,Anchored,2,2.0,4.0,4+,Band F1,2024-09-24 14:42:20.730,-8.0,Within 13 Days Prior to Renewal,Paid Early,1519.2,2039.0,1.0,1.0,process,2684,24_09_2024,Yes,Yes,No,No,COMP_CH,Yes
2645,539384746822,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2685,24_09_2024,No,No,No,No,COMP_NO,No
2646,539384747242,24_09_2024,Agent,The price increase was introduced during a discussion about the annual membership payment due on October 11th.,No,No,No,Not Discussed,No,Positive,Renewed,No,Not Discussed,Not Applicable,Not Applicable,1755.0,2024-09-24,Won,Renewed,2024-10-11,2024-10-01,CARD,27.5,Accredited,Anchored,3,3.0,5.0,4+,Band C1,2024-10-11 04:00:32.070,0.0,On Renewal Date,Paid on Time,799.0,799.0,1.0,1.0,process,2686,24_09_2024,No,No,No,No,COMP_NO,No
2647,539384747476,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Desired to Cancel,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2687,24_09_2024,No,Yes,No,No,COMP_NO,No
2648,539384755686,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2688,24_09_2024,No,No,No,No,COMP_NO,No
2649,539384757847,24_09_2024,Agent,"The price increase was introduced as part of the membership renewal, with the agent mentioning an auto-renewal payment scheduled for October 1st.",No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Applicable,Not Applicable,Not Applicable,4835.0,2024-09-24,Won,Renewed,2024-10-01,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,6.0,9.0,4+,Band F1,2024-10-01 04:00:32.290,0.0,On Renewal Date,Paid on Time,2009.0,2009.0,1.0,1.0,process,2689,24_09_2024,No,No,No,No,COMP_NO,No
2650,539384771432,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,6631.0,2024-09-24,Won,Renewed,2024-10-02,2024-10-01,CARD,27.0,Accredited,Anchored,2,2.0,4.0,4+,Band F1,2024-09-24 14:42:20.730,-8.0,Within 13 Days Prior to Renewal,Paid Early,1519.2,2039.0,1.0,1.0,process,2691,24_09_2024,No,Yes,No,No,COMP_CH,Yes
2651,539384771659,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2692,24_09_2024,No,Yes,No,No,COMP_CH,Yes
2652,539384776989,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2695,24_09_2024,No,No,No,No,COMP_NO,No
2653,539384779421,24_09_2024,Agent,The price increase was introduced as part of the auto-renewal process for the Safe Contractor membership.,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1757.0,2024-09-24,Won,Renewed,2024-10-19,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,8.0,9.0,4+,Band D,2024-10-19 04:00:28.177,0.0,On Renewal Date,Paid on Time,1159.0,1159.0,1.0,1.0,process,2696,24_09_2024,No,No,No,No,COMP_NO,No
2654,539384786540,24_09_2024,Agent,"The agent introduced the price increase by explaining the original invoice was on the standard package, but it was combined with the express package for convenience, and offered to separate the two.","Yes, £1,918.80",No,Yes,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2697,24_09_2024,No,No,No,No,COMP_NO,No
2655,539384787776,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1760.0,2024-09-24,Won,Renewed,2024-10-04,2024-10-01,WORLD PAY,27.5,Accredited,Anchored,2,2.0,13.0,4+,Band A,2024-10-04 04:00:21.117,0.0,On Renewal Date,Paid on Time,399.0,399.0,1.0,1.0,process,2698,24_09_2024,No,No,No,No,COMP_NO,No
2656,539384790760,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,4971.0,2024-09-24,Won,Renewed,2024-10-02,2024-10-01,BACS,27.5,Accredited,Anchored,10+,15.0,6.0,4+,Band E,2024-10-04 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,1469.0,1469.0,0.0,0.0,process,2700,24_09_2024,No,No,No,No,COMP_NO,No
2657,539384794474,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1762.0,2024-09-24,Lost,Cannot Pass Audit,2024-10-19,2024-10-01,,22.0,Member Only,Anchored,2,2.0,1.0,1,Band B,,,,,,704.0,1.0,0.0,process,2701,24_09_2024,No,No,No,No,COMP_NO,No
2658,539384795122,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Applicable,Not Applicable,Not Applicable,3795.0,2024-09-24,Won,Renewed,2024-10-05,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,8.0,6.0,4+,Band F1,2024-09-27 13:28:03.283,-8.0,Within 13 Days Prior to Renewal,Paid Early,2009.0,2009.0,1.0,1.0,process,2702,24_09_2024,No,No,No,No,COMP_NO,No
2659,539384799197,24_09_2024,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Not Applicable,Not Applicable,5804.0,2024-09-24,Won,Renewed,2024-10-07,2024-10-01,CARD,23.0,Member Only,Independent,Independent,0.0,9.0,4+,Band B,2024-10-07 10:01:00.000,0.0,On Renewal Date,Paid on Time,599.0,599.0,0.0,0.0,process,2704,24_09_2024,No,No,No,No,COMP_NO,No
2660,539384803926,24_09_2024,Agent,"The agent introduced the price increase as part of the membership renewal process, explaining that the payment covers everything, including accreditation, with no extra charges for multiple attempts.","Yes, £0 (no specific amount mentioned, but the agent mentioned that the customer should have the details, and the customer confirmed they would check with their accounts lady)",No,No,Not Discussed,No,Neutral,Renewed,No,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2706,24_09_2024,No,No,No,No,COMP_NO,No
2661,539384804370,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1765.0,2024-09-24,Won,Renewed,2024-10-20,2024-10-01,CARD,27.5,Accredited,Anchored,3,3.0,4.0,4+,Band E,2024-10-20 04:01:37.423,0.0,On Renewal Date,Paid on Time,1349.0,1349.0,1.0,1.0,process,2707,24_09_2024,No,No,No,No,COMP_NO,No
2662,539384806656,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1767.0,2024-09-24,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,4.0,9.0,4+,Band C1,2024-10-07 10:36:01.297,0.0,On Renewal Date,Paid on Time,799.0,799.0,1.0,1.0,process,2708,24_09_2024,No,No,No,No,COMP_NO,No
2663,539384815373,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2709,24_09_2024,No,No,No,No,COMP_NO,No
2664,539384815978,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2710,24_09_2024,No,No,No,No,COMP_NO,No
2665,539384816096,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2711,24_09_2024,No,No,No,No,COMP_NO,No
2666,539384816112,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1769.0,2024-09-24,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,1,1.0,11.0,4+,Band E,2024-10-07 04:00:51.410,0.0,On Renewal Date,Paid on Time,1469.0,1469.0,1.0,1.0,process,2712,24_09_2024,No,No,No,No,COMP_NO,No
2667,539384821288,24_09_2024,Agent,The agent introduced the price increase by explaining the cost of a group account and comparing it to the cost of separate memberships for each company.,"Yes, £3,838",No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2713,24_09_2024,No,No,No,No,COMP_NO,No
2668,539384821746,24_09_2024,Agent,The agent mentioned the price increase when providing the renewal cost.,"Yes, £2,218.80",No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2714,24_09_2024,No,No,No,No,COMP_NO,No
2669,539384822305,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,4874.0,2024-09-24,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,27.5,Accredited,Anchored,4-9,5.0,4.0,4+,Band C1,2024-10-08 04:00:32.057,0.0,On Renewal Date,Paid on Time,799.0,799.0,1.0,1.0,process,2715,24_09_2024,No,No,No,No,COMP_NO,No
2670,539384826378,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1772.0,2024-09-24,Won,Renewed,2024-10-13,2024-10-01,CARD,27.0,Accredited,Anchored,2,2.0,4.0,4+,Band B,2024-10-13 04:00:40.413,0.0,On Renewal Date,Paid on Time,684.0,684.0,1.0,1.0,process,2716,24_09_2024,No,No,No,No,COMP_NO,No
2671,539384827673,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2717,24_09_2024,No,No,No,No,COMP_NO,No
2672,539384830418,24_09_2024,Agent,"The price increase was introduced as part of the terms and conditions, specifically mentioning the new renewal fee amount.","Yes, £1,066 and 80p",No,Yes,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2718,24_09_2024,No,No,No,No,COMP_NO,No
2673,539384834221,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2720,24_09_2024,No,No,No,No,COMP_NO,No
2674,539384837873,24_09_2024,Agent,"The price increase was introduced as part of the membership renewal discussion, specifically mentioning the new renewal fee.","Yes, £579 plus VAT",No,Yes,Not Discussed,Yes,Negative,Desired to Cancel,No,The agent attempted to retain the customer by highlighting the benefits of maintaining accreditation and the potential consequences of canceling.,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2722,24_09_2024,No,Yes,No,Yes,COMP_NO,No
2675,539384840234,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,5961.0,2024-09-24,Won,Renewed,2024-10-13,2024-10-01,CARD,27.5,Accredited,Anchored,2,2.0,21.0,4+,Band B,2024-10-13 04:00:31.267,0.0,On Renewal Date,Paid on Time,684.0,684.0,1.0,1.0,process,2723,24_09_2024,No,No,No,No,COMP_NO,No
2676,539384843734,24_09_2024,Agent,The price increase was introduced as part of the annual renewal process.,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2724,24_09_2024,No,No,No,No,COMP_NO,No
2677,539384846932,24_09_2024,Agent,"The price increase was introduced as part of the membership renewal payment, with the new amount being £989 plus VAT.","Yes, £989",No,Yes,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2725,24_09_2024,No,No,No,No,COMP_NO,No
2678,539384849159,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1774.0,2024-09-24,Won,Renewed,2024-10-13,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,7.0,21.0,4+,Band C1,2024-10-13 04:00:31.740,0.0,On Renewal Date,Paid on Time,919.0,919.0,1.0,1.0,process,2726,24_09_2024,No,No,No,No,COMP_NO,No
2679,539384850633,24_09_2024,Agent,The agent introduced the price increase by stating the new renewal fee amount after checking the customer's invoice.,"Yes, £406.80",No,Yes,Not Discussed,Yes,Negative,Renewed,Yes,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2727,24_09_2024,No,No,No,Yes,COMP_NO,No
2680,539384856806,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2729,24_09_2024,No,No,No,No,COMP_NO,No
2681,539384857885,24_09_2024,Customer,"The price increase was introduced as a result of the company's employee numbers and package, with the customer being on the standard band F2, which is a higher band than the previous year.","Yes, £1,979",Yes,Yes,Not Discussed,Yes,Negative,Renewed,Yes,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2730,24_09_2024,No,Yes,No,Yes,COMP_AC,Yes
2682,539384858200,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2731,24_09_2024,No,No,No,No,COMP_NO,No
2683,539384860618,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,6060.0,2024-09-24,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,4.0,9.0,4+,Band C1,2024-10-07 10:36:01.297,0.0,On Renewal Date,Paid on Time,799.0,799.0,1.0,1.0,process,2732,24_09_2024,No,No,No,No,COMP_NO,No
2684,539384869224,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2733,24_09_2024,No,No,No,No,COMP_NO,No
2685,539384870954,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1778.0,2024-09-24,Won,Renewed,2024-10-16,2024-10-01,CARD,27.5,Accredited,Anchored,2,2.0,17.0,4+,Band D,2024-10-16 04:00:26.657,0.0,On Renewal Date,Paid on Time,1159.0,1159.0,1.0,1.0,process,2734,24_09_2024,No,No,No,No,COMP_NO,No
2686,539384873262,24_09_2024,Agent,The price increase was introduced as a renewal fee for the membership.,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,5518.0,2024-09-24,Won,Renewed,2024-10-09,2024-10-01,CARD,27.5,Accredited,Anchored,2,2.0,11.0,4+,Band B,2024-10-02 20:47:40.273,-7.0,Within 13 Days Prior to Renewal,Paid Early,684.0,684.0,1.0,1.0,process,2735,24_09_2024,No,No,No,No,COMP_NO,No
2687,539384875035,24_09_2024,Agent,The price increase was introduced as part of the membership renewal notification.,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,1779.0,2024-09-24,Won,Renewed,2024-10-07,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,7.0,10.0,4+,Band D,2024-09-25 00:00:00.000,-12.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159.0,0.0,0.0,process,2736,24_09_2024,No,No,No,No,COMP_NO,No
2688,539384875614,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Not Discussed,No,Not Discussed,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2737,24_09_2024,No,No,No,No,COMP_NO,No
2689,539384876353,24_09_2024,Not Discussed,Not Discussed,No,No,No,Not Discussed,No,Neutral,Renewed,No,Not Discussed,Not Applicable,Not Applicable,1780.0,2024-09-24,Won,Renewed,2024-10-16,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,5.0,21.0,4+,Band C1,2024-09-25 09:37:27.423,-21.0,Within 1 Month Prior to Renewal,Paid Early,949.0,949.0,1.0,0.0,process,2738,24_09_2024,No,No,No,No,COMP_NO,No
